id,temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
4549,88.03,8.41,47.16,1.21,0.57,0
4550,101.84,50.44,60.04,2.02,4.59,1
4551,68.77,41.18,37.23,2.83,4.47,1
4552,97.07,56.57,48.85,3.34,2.21,1
4553,66.7,22.92,74.64,4.81,4.26,0
4554,87.83,50.33,39.51,3.07,4.43,0
4555,67.42,34.39,34.49,3.39,2.41,0
4556,56.84,52.25,73.81,4.72,3.14,0
4557,85.8,60.86,68.81,2.34,1.73,0
4558,80.61,58.24,78.33,3.2,3.11,0
4559,74.58,63.99,64.33,2.65,3.99,0
4560,58.83,66.32,54.84,1.83,4.87,0
4561,88.52,59.76,61.84,3.67,1.65,0
4562,86.22,42.5,68.7,2.72,2.15,0
4563,57.08,21.27,50.89,3.07,2.78,0
4564,77.56,59.82,33.94,1.11,3.84,0
4565,80.8,57.05,30.96,3.39,4.65,0
4566,63.91,39.44,34.58,3.71,2.74,0
4567,85.33,46.48,79.6,2.67,1.61,0
4568,100.28,74.35,41.09,2.77,4.27,1
4569,86.04,65.65,59.7,3,3.27,0
4570,92.82,68.98,50.27,3.86,3.55,1
4571,84.3,58.34,38.63,3.9,4.88,0
4572,63.97,26.48,36.32,1.79,0.96,0
4573,83.66,77.25,64.86,3.02,2.86,0
4574,62.13,37.59,32,2.56,2.74,0
4575,70,23.6,42.51,4.4,2.59,0
4576,72.6,50.76,51.99,4.46,1.87,0
4577,71.47,42.58,77.06,1.29,3.34,0
4578,67.11,40.35,56.32,2.68,2,0
4579,72.5,31.5,74.81,2.13,0.73,0
4580,73.8,55.18,37.22,2.16,1.77,0
4581,87.9,44.86,63.61,1.33,4.59,0
4582,79.3,46.9,60.83,3.69,1.08,0
4583,84.95,57.88,41.66,1.45,3.89,1
4584,72.67,39.62,65.09,2.7,3.71,0
4585,84.68,58.04,32.79,4.15,3.67,0
4586,55.74,32.69,74.32,4.25,0.91,0
4587,62.21,53.08,46.51,1.85,1.4,0
4588,85.1,32.23,58.69,2.66,4.88,0
4589,69.07,58.14,72.92,1.47,1.58,0
4590,76.08,49.61,42.76,3.4,2.13,0
4591,51.63,52.52,51.94,4.57,4.43,0
4592,71.19,36.01,68.88,3.66,3.44,0
4593,62.52,62.76,62.44,4.35,2.82,0
4594,68.21,41.14,56.69,2.98,1.57,0
4595,76.23,73.12,38.12,1.12,3.02,0
4596,76.02,65.49,41.68,3.53,2.27,0
4597,72.58,47.66,73.95,1.63,3.24,0
4598,84.03,61.64,60.87,1.23,3.74,0
4599,70.61,48.96,79.91,3.83,1.12,0
4600,72.37,59.74,62.72,4.29,2.19,1
4601,63.04,42.04,60.12,3.15,4.61,1
4602,87.14,44.63,50.82,2,3,0
4603,66.88,57.84,77.47,1.89,2.36,0
4604,60.89,50.43,73.34,1.18,2.79,0
4605,62.86,46.61,64.95,1.01,1.39,0
4606,76.97,23.48,51.08,3.43,2.06,0
4607,74.05,47.33,57.55,1.08,0.59,1
4608,72.77,63.25,42.55,2.34,3.01,0
4609,85.05,67.6,35.5,2.86,1.11,0
4610,65.16,23.13,43.27,3.07,2.2,0
4611,79.95,64.23,55.99,2.78,1.06,0
4612,75.95,62.78,35.08,2.81,3.98,0
4613,79.08,53.02,58.9,1.52,1.64,0
4614,76.14,54.28,43.58,2.71,3.44,0
4615,67.51,59.44,41.73,1.27,3.86,0
4616,52.75,51.11,76.66,1.46,3.77,0
4617,83.12,49.14,44.62,2.91,4.59,0
4618,74.91,62.93,55.68,3.1,3.88,0
4619,76.22,75.38,43.94,1.26,4.99,0
4620,74.7,59.87,77.16,1.8,1.31,0
4621,60.18,25.04,62.82,4.38,2.54,0
4622,77.27,49.82,37,4.77,3.01,0
4623,75.3,60.57,72.21,3.15,0.55,0
4624,74.28,74.43,58.24,4.37,3.53,0
4625,92.16,36.2,72.26,2.31,2.56,1
4626,76.22,72.93,79.91,4.98,4.84,0
4627,73.75,40.78,54.27,4.69,1.04,1
4628,73.48,81.13,61.85,2.3,4.53,1
4629,64.29,56.33,61.82,1.05,3.39,0
4630,76.4,56.89,72.83,1.66,3.5,1
4631,77.71,66.62,62.27,4.39,3.39,1
4632,68.38,75.92,78.64,3.55,4.52,0
4633,82.44,29.07,66.71,1.17,3.66,0
4634,79.87,52.92,44.82,3.41,0.69,0
4635,73.85,45.27,70.67,3.8,4.36,1
4636,83.29,28.01,42.94,1.9,1.1,0
4637,71.15,64.27,52.42,1.02,1.07,0
4638,82.98,71.25,30.23,1.06,4.23,1
4639,70.11,71.66,68.46,1.45,3.53,0
4640,90.8,37.98,70.14,3.88,2.16,1
4641,69.16,36.5,58.95,2.58,2.56,0
4642,73.43,53.83,54.81,3.35,1.75,0
4643,66.34,37.46,41.07,3.16,4.99,0
4644,80.49,54.9,55.24,2.41,0.92,0
4645,63.63,41.64,75.35,2.88,4.05,0
4646,73.83,42.8,60.31,3.16,2.29,0
4647,61.18,60.96,31.73,3.51,1.15,0
4648,80.37,44.75,69.19,2.04,4.2,0
4649,80.9,45.99,75,1.72,2.02,0
4650,76.25,58.13,76.23,3.41,0.79,0
4651,69.7,54.1,70.34,4.32,2.1,0
4652,81.94,44.96,52.3,3.73,3.41,0
4653,65.58,77.88,48,4.11,4.43,0
4654,67.56,79.79,34.24,1.61,1.92,1
4655,81.91,56.65,58.99,4.91,3.15,0
4656,80.45,25.65,56.94,3.64,3.18,0
4657,80.49,41.73,60.57,2.91,4.56,0
4658,97.98,24.45,67.65,3.76,1.31,1
4659,76.71,77.69,73.41,2.32,3.88,0
4660,71,38.28,58.32,3.99,3.04,1
4661,73.58,52.85,39.65,3.99,4.07,0
4662,54.01,59.14,50.14,4.93,3.12,1
4663,78.87,59.51,46.98,1.62,4.18,0
4664,89.13,45.9,78.35,1.6,1.37,0
4665,71.53,64.17,38.77,1.69,1.9,0
4666,88.11,30.73,33.65,1.64,4.83,0
4667,65.3,35.65,48.7,4.42,1.58,0
4668,67.23,53.41,61.43,1.14,1.07,0
4669,67.19,80.61,51.71,3.45,3.26,1
4670,60.36,49.08,49.91,3.47,1.65,1
4671,89.58,70.49,46.48,2.44,3.8,0
4672,80.15,67.64,44.04,3.71,4.9,0
4673,81.21,46.21,74.34,3.53,0.61,0
4674,67.76,65.67,41.64,2.48,1.99,1
4675,82.97,62.5,71.01,1.65,0.74,0
4676,69.92,50.58,55.91,2.23,2.61,0
4677,70.38,42.81,59.42,1.78,4.65,0
4678,85.72,82.86,34.7,4.97,2.95,1
4679,66.54,45.66,79.19,2.84,2.71,0
4680,65.02,26.08,38.86,4.05,4.92,0
4681,63.83,46.24,49.54,3.11,2.42,0
4682,73.54,57.42,36.58,2.85,2.18,0
4683,95.62,46.61,75.12,3.72,1.32,1
4684,72.4,66.48,43.42,1.43,2.75,0
4685,62,42.04,40.71,4.3,0.7,0
4686,68.75,68.55,73.17,4.63,2.08,0
4687,70.35,46.66,75.03,1.52,4.56,0
4688,75.47,37.74,79.81,3.64,1.07,1
4689,78.63,48.65,77.31,4.35,1.11,0
4690,54.05,64.54,71.16,2.17,0.61,1
4691,62.76,42.51,70.45,4.61,1.84,0
4692,62.01,50.48,76.84,1.18,0.6,0
4693,85.2,44.76,48.62,3.77,4.88,0
4694,64.85,39.41,46.8,4.76,3.67,0
4695,77.8,48.71,60.3,1.8,4,0
4696,79.66,67.88,59.37,4.72,1.31,0
4697,69.95,55.13,69.54,1.28,3.42,1
4698,50.72,43.23,60.56,2.25,1.74,0
4699,86.72,42.9,56.53,3.73,1.13,0
4700,88.1,26.93,71.04,3.97,1.89,0
4701,74.79,68.22,32.94,3.37,1.92,0
4702,68.16,53.46,71.02,1,4.47,0
4703,92.95,41.23,74.44,1.39,3.36,1
4704,67.85,47.68,70.4,2.41,0.59,0
4705,82.95,45.78,37.97,3.11,2.32,0
4706,60.05,68.4,65.9,1.85,4.2,0
4707,79.59,65.56,37.11,1.48,0.73,0
4708,62.01,62.28,57.65,1.44,1.04,0
4709,78.79,45.86,32.44,1.73,4.37,0
4710,75.04,69,61.82,2,4,0
4711,71.34,54.66,71.13,4.1,2.56,0
4712,71.06,45.43,74.13,1.82,2.68,0
4713,85.84,11.89,77.92,3.44,2.59,0
4714,74.15,77.65,39.46,1.13,0.8,0
4715,78.95,62.41,77.35,2.17,2.4,0
4716,103.47,58.3,46.71,3.2,3.43,1
4717,62.49,39.71,51.64,3.6,2.96,1
4718,67.3,56.84,53.41,2.4,1.1,0
4719,58.49,47.88,50.92,3.52,3.58,1
4720,58.02,51.02,78.38,3.33,1.52,1
4721,94.06,27.84,50.87,2.26,1.45,1
4722,70.81,52.24,73.61,2.28,1.75,1
4723,48.66,61.56,34.49,4.86,0.67,0
4724,72.17,45.16,39.79,2.65,3.45,0
4725,70.06,50.46,34.62,1.16,4,0
4726,64.51,45.51,59.46,1.81,0.69,0
4727,70.59,58.79,69.12,2.18,1.3,0
4728,76.58,41.1,60.66,3.6,2.54,0
4729,70.9,48.66,58.66,2.71,2.87,0
4730,83.52,42.11,55.35,4.33,2.97,0
4731,74.38,34.73,48.8,2.9,3.22,0
4732,75.13,26.54,57.72,3.63,3.26,0
4733,73.08,38.69,42.03,2.63,0.51,0
4734,62.66,44.87,75.02,4.37,0.64,0
4735,63.06,44.59,36.7,1.46,4.53,0
4736,76.21,42.59,37.21,2.61,4.97,0
4737,67.42,32.36,38.51,3.89,1.84,0
4738,80.98,45.75,38.44,4.09,2.1,0
4739,71.65,40.1,74.49,1.77,4.22,0
4740,67.27,47.31,62.81,4.88,2.84,1
4741,77.59,83.49,78.56,1.65,1.56,1
4742,75.27,44.7,34.39,2.25,4.67,0
4743,58.43,57.44,75.38,2.82,3.99,0
4744,56.8,63.23,59.69,2.46,1.78,0
4745,80.71,59.67,46.15,1.78,1.21,0
4746,67.57,30.85,79.42,3.53,0.7,0
4747,76.52,54.36,60.05,4.01,2.59,0
4748,77.32,25.81,46.67,1.33,1.49,0
4749,87.03,41.27,54.8,4.59,3.8,1
4750,91.5,76.89,44.08,1.63,2.62,1
4751,63.56,34.33,54.5,3.34,4.29,0
4752,73.51,37.18,51.14,1.25,4.79,0
4753,73.76,54.42,61.44,2.25,3.29,0
4754,90.19,43.7,63.31,3.95,0.66,1
4755,60.61,57.96,37.98,2.24,4.22,0
4756,89.36,57.89,53.09,1.58,4.18,0
4757,80.63,48.25,60.54,4.49,3,0
4758,69.51,46.67,53.17,3.42,0.54,0
4759,83.72,71.78,68.57,4.78,3.85,0
4760,71.25,66.07,66.07,3.12,4.71,0
4761,58.84,63.64,55.14,2.38,1.89,0
4762,76.21,42.37,41.22,1.06,3.8,0
4763,72.36,44.43,32.24,1.3,0.99,0
4764,70.15,51.82,48.47,4.05,1.15,0
4765,67.09,21.72,41.02,3.79,4.69,0
4766,81.15,24.18,47.54,1.67,2.81,0
4767,74.85,35.92,42.32,4.99,2.47,0
4768,70.25,33.85,51.52,2.97,2.98,0
4769,68.93,49.8,53.45,1.23,1.45,0
4770,70.4,62.15,59.5,1.72,4.01,0
4771,69.17,45.71,74.05,4.31,4.43,0
4772,70.93,43.61,71.74,3.07,2.72,0
4773,82.27,57.78,43.26,3.28,4.23,0
4774,71.29,53.32,52.9,1.67,3.87,1
4775,76.53,29.3,54.52,2.65,0.74,0
4776,71.15,58.93,46.08,4.73,3.93,0
4777,57.26,49.58,35.82,1.57,3.2,0
4778,77.18,6.26,32.78,2.67,4.91,0
4779,67.84,39.5,31.02,3.15,3.21,0
4780,81.67,44.16,34.46,1.62,2.9,0
4781,91.55,58.29,47.84,2.45,0.7,1
4782,68.39,68.24,55.71,3.31,4.56,0
4783,84.05,71.27,34.4,2.89,4.66,0
4784,70.88,23.85,44.42,1.72,3,0
4785,71.92,47.61,77.32,2.29,3.57,0
4786,78.78,46.72,45.37,2.43,4.79,0
4787,55.33,35.65,57.94,3.85,0.58,0
4788,57.76,48.32,59.88,1.84,3.85,0
4789,75.57,50.99,78.05,1.14,4,0
4790,48.81,26.6,30.18,3.77,4.04,0
4791,85.85,27.72,60.05,4.74,3,0
4792,88.35,55.88,37.6,2.21,4.26,0
4793,78.54,72.49,40.84,3.97,4.53,0
4794,73.69,60.03,70.51,2.71,1.77,0
4795,86.09,77.49,51.18,1.4,1.1,0
4796,70.35,42.97,51.45,3.77,4.56,0
4797,71.23,32.28,57.31,3.69,2.3,1
4798,73.63,38.08,79.9,4.06,1.18,0
4799,66.72,33.95,72.78,1.65,4.82,0
4800,87.92,36.42,65.71,2.04,2.27,1
4801,87.61,19.86,40.12,2.39,1,0
4802,65.59,61.4,69.92,1.25,4.82,0
4803,67.5,19.51,62.85,1.12,1.06,1
4804,71.51,38.5,54.22,1.55,2.19,1
4805,87.02,61.34,30.25,1.16,2.01,0
4806,71.46,69.13,79.53,1.43,1.03,1
4807,76.57,50.55,71.25,2.25,1.82,0
4808,64.33,53.98,76.41,2.49,4.14,0
4809,90.22,57.48,61.93,3.51,4.75,1
4810,63.31,35.22,59.47,4.78,3.25,0
4811,70.88,46.95,79.47,3.42,1.19,0
4812,57.94,44.1,40.95,3.31,1.79,1
4813,87.35,39.95,75.97,2.16,1.48,0
4814,74.69,35.43,62.68,4.78,1.11,0
4815,92.79,64.69,72.58,1.14,3.88,1
4816,65.19,35.42,70.48,4.66,4.06,0
4817,85.49,39.44,79.59,1.63,4.7,0
4818,78.93,49.43,57.68,2.06,2.84,0
4819,67.07,34.46,69.99,1.22,3.93,0
4820,68.41,60.67,31.37,4.56,2.92,0
4821,80.48,85.7,45.38,1.2,3.11,1
4822,74.62,40.2,73.27,3.27,4.32,0
4823,68.16,70.56,32.53,1.62,4.1,0
4824,92.48,67.36,54.43,1.78,3.5,1
4825,75.44,55.77,54.24,1.47,1.73,0
4826,71.25,67.79,57.29,3.15,1.33,0
4827,64.18,41.9,32.08,3.31,3.67,0
4828,69.8,57.61,78.18,1.6,3.32,0
4829,53.57,59.42,56.26,4.53,1.55,1
4830,75.02,62.11,75.51,1.54,1.27,0
4831,82.33,61.75,71.58,2.62,0.56,0
4832,89.35,51.82,43.64,3.68,2.44,0
4833,70.82,47.85,70.17,3.83,0.99,0
4834,79.79,59.49,65.47,3.92,2.48,0
4835,71.54,55.81,78.05,4.82,1.84,0
4836,57.1,79.54,63.21,1.32,4.66,0
4837,54.57,51.02,79.39,3.67,4.7,0
4838,73.91,29.54,32.93,3.69,2.35,0
4839,54.74,43.76,69.17,2.89,1.12,0
4840,72.45,53.99,74.53,3.98,1.09,0
4841,70.72,42.37,55.61,3.67,2.71,0
4842,57.39,24.31,62.48,1.03,1.07,0
4843,47.84,39.41,75.05,3.78,2.53,0
4844,67.63,60.42,59.37,3.84,3.58,0
4845,89.67,4.01,52.39,2.11,4.68,0
4846,77.48,66.95,31.09,1.71,3.94,0
4847,67.52,63.86,55.39,2.33,1.91,0
4848,66.81,51.73,54.2,2.41,2.82,1
4849,78.3,23.43,77.47,4.25,0.92,0
4850,75.69,20.29,51.2,1.04,1.85,0
4851,81.52,49.37,60,4.14,3.97,0
4852,92.44,37,52.24,3.26,3.19,1
4853,85.87,39.13,33.09,2.65,4.13,0
4854,85.65,61.98,54.09,2.64,0.85,0
4855,73.59,68.56,77.78,4.43,2.02,0
4856,52.2,74.23,44.12,1.61,2.96,0
4857,53.33,82.94,63.1,2.38,4.62,1
4858,79.47,55.2,53.07,4.37,2.08,0
4859,69,36.04,46.52,3.81,2.66,0
4860,91.02,55.57,63.39,1.5,2.32,1
4861,89.24,50.29,34.5,2.7,3.33,1
4862,75.81,62.11,58.56,4.38,1.47,0
4863,69.75,44.23,47.86,2.64,1.61,0
4864,65.46,63.55,33.73,3.78,1.58,1
4865,90.72,53.72,71.33,4.16,3.88,1
4866,76.26,48.44,68.48,1.8,1.86,0
4867,67.57,69.14,69.86,2.48,2.71,0
4868,73.7,45.57,33.74,1.41,4.72,0
4869,72.24,54.6,44.78,1.03,0.58,0
4870,92.63,48.4,55.21,2.88,2.86,1
4871,76.72,34.82,77.11,4.15,0.79,1
4872,75.16,59.31,61.51,4.37,1.66,1
4873,61.32,29.91,50.29,2.29,1.96,0
4874,79.63,68.19,64.63,1.76,4.81,0
4875,75.43,53.25,37.65,4.79,1.34,0
4876,80.3,41.21,62.64,3.54,4.33,0
4877,75.53,58.86,73.75,1.54,3.74,0
4878,71.54,49.74,73.12,1.68,3.01,0
4879,75.5,51.35,77.87,4.99,2.07,0
4880,67.27,40.05,37.6,3.34,3.52,0
4881,76.54,48.19,72.79,3.05,1.67,0
4882,87.91,60.27,58.4,3.89,1.25,0
4883,83.82,68.09,30.6,2.73,3.75,0
4884,72.08,68.05,66.17,2.09,1.38,0
4885,72.91,32.92,53.95,4.91,3.79,0
4886,80.85,32.35,38.29,2.01,2.48,0
4887,78.73,65.7,49.97,4.03,3.69,0
4888,74.99,61.98,51.61,4.07,3.76,0
4889,69.43,76.72,71.1,3.56,4.44,1
4890,66.12,64.74,71.31,2.39,2.97,0
4891,65.99,68.3,72.37,3.71,1.48,0
4892,73.38,34.57,68.16,4.16,2.85,0
4893,78.37,38.25,67.33,4.67,0.89,0
4894,57.82,57.31,64.82,2.59,2.06,0
4895,82.31,48.41,64.45,4.83,1.54,0
4896,64.34,44.77,44.19,2.9,1.13,0
4897,68.15,100.05,62.52,2.94,1.28,1
4898,72.46,45.92,38.1,1.87,4.9,0
4899,78.84,45.1,45.07,2.07,4.87,0
4900,90.08,48.16,53.38,1.87,3.83,1
4901,70.35,39.74,79.98,1.87,4.23,0
4902,85.81,52.49,67.44,2.08,2.43,0
4903,70.98,80.48,68.41,4.64,3.92,1
4904,88.3,39.26,39.84,2.34,4.98,0
4905,74.29,55.54,62.67,4.6,2.3,0
4906,60.14,53.4,43.83,1.36,1.75,0
4907,67.87,42.29,42.31,1.75,4.22,0
4908,75.1,39.34,53.07,1.61,2.06,0
4909,72.91,73.64,65.59,2.82,1.49,1
4910,64.84,48.1,36.57,4.33,1.63,0
4911,61.79,46.4,62.41,3.06,4.62,1
4912,83,91.88,31.1,2.54,2.18,1
4913,51.91,42.46,74.81,4.79,4.08,0
4914,80.04,74.86,49.26,4.23,2.55,0
4915,64.02,54.23,31.01,4.49,2.9,0
4916,93.95,57.1,70.11,1.35,1.44,1
4917,54.77,59.69,42.76,1.42,3.77,0
4918,53.96,57.16,40.37,1.07,1.27,0
4919,70.74,49.91,42.85,4.18,2.98,0
4920,85.16,56.47,31.91,1.34,3.52,0
4921,96.76,60.52,79.36,3.39,4.27,1
4922,84.87,27.35,76.55,2.48,4.82,0
4923,76.45,76.53,64.85,1.86,2.42,0
4924,65.28,53.91,68.73,2.75,0.77,0
4925,67.36,55.74,41.01,1.94,2.24,1
4926,68.4,57.33,73.16,1.32,1.9,0
4927,70.93,57.77,69,3.58,4.88,0
4928,72.46,51.83,50.78,3.94,1.14,0
4929,76.99,24.01,35.22,2.95,4,1
4930,69.16,26.91,79.72,2.42,2.08,1
4931,76.61,45.04,46.52,3.06,1.71,0
4932,78.78,32.74,61.92,1.26,2.67,0
4933,64.03,67.58,62.34,2.8,3.87,0
4934,62.49,60.86,74.12,1.84,2.81,0
4935,85.97,59.76,63.79,1.86,0.77,0
4936,76.24,53.68,52.66,4.5,1.08,0
4937,73.49,51.36,43.28,4.47,1.31,0
4938,60.75,53.97,54.91,1.82,3.74,0
4939,82.69,64.81,64.03,3.59,4.38,0
4940,74.98,39.36,55.98,3.07,4.86,1
4941,89.96,41.81,76.11,2.24,3.96,0
4942,76.93,39.17,56.43,3.89,4.38,0
4943,72.41,39.3,55.29,3.03,3,0
4944,68.83,51.76,59.42,1.82,4.54,0
4945,90.79,67.97,65.8,2.44,3.83,1
4946,84.91,48.7,49.75,4.62,2.33,0
4947,77.21,81.84,73.85,4.55,2.83,1
4948,84.42,55.18,70.95,4.86,0.82,0
4949,78.37,44.01,50.28,4.45,0.65,0
4950,56.89,75.83,36.96,2.54,3.22,0
4951,84.41,51.06,76.13,3.64,4.14,0
4952,82,61.9,33.55,3.98,2.58,0
4953,64.06,33.35,42.81,3.04,1.38,0
4954,80.87,47.18,37.12,3.44,2.47,0
4955,66.63,54.78,75.25,1.09,1.74,0
4956,70.73,39.26,65.5,2.43,4.96,0
4957,76.51,43.73,73.07,4.14,3.94,0
4958,76,47.3,41.35,3.92,2.46,0
4959,74.18,59.47,69.55,2.03,1.89,0
4960,58.78,13.15,54.42,2.45,0.82,0
4961,75.46,30.34,73.19,1.78,1.36,0
4962,91.73,69.06,47.22,2.52,4.15,1
4963,77.7,61.16,65.07,2.09,3.04,0
4964,73.21,40.7,45.06,2.67,0.56,0
4965,81.91,60.82,34.72,2.89,4.92,0
4966,76.5,50.62,63.44,1.28,2.75,0
4967,70.78,33.19,44.31,2.39,3.42,1
4968,84.15,31.3,31.05,3.9,4.44,0
4969,77.62,30.61,57.67,2.57,0.69,0
4970,79.07,42.33,76.77,2.61,3.68,0
4971,73.01,61.18,34.14,2.49,4.74,0
4972,74,37.4,38.1,1.49,3.51,0
4973,82.98,40.43,76.49,1.39,2.49,0
4974,69.94,54.14,68.11,1.8,0.76,0
4975,98.21,57.91,61.69,3.96,4.48,1
4976,69.1,43.28,71.47,2.56,3.79,0
4977,68.91,38.86,60.5,1.39,2.71,0
4978,85.36,30.9,36.02,2.66,2.76,1
4979,74.77,83.08,54.82,4.86,1.7,1
4980,80.99,32.18,58.44,1.94,2.08,1
4981,90.18,33.86,73.99,4.87,3.75,1
4982,79.07,26,55.4,4.66,4.98,1
4983,78.35,67.38,55.41,2.32,3.82,0
4984,69.48,66.1,57.74,1.55,1.08,0
4985,66.5,56.31,35.43,3.32,3.65,0
4986,59.62,39.88,74.02,3.82,2.61,1
4987,67.87,65.8,51.21,3.06,0.52,1
4988,70.25,53.63,70.71,4.08,2.4,0
4989,67.56,56.52,57.58,4.55,3.3,0
4990,72.46,54.01,64.82,4.79,3.18,0
4991,70.25,20.45,44.21,3.36,2.63,0
4992,83.43,50.86,65.4,2.22,3.7,0
4993,61.9,45.65,34.28,3.84,1.23,1
4994,84.9,54.74,40.17,4.06,1.79,0
4995,81.82,42.33,70.42,2.08,4.78,0
4996,65.77,56.4,62.84,2.02,0.97,0
4997,62.26,65.04,39.38,1.96,3.29,0
4998,80.61,4.77,50.51,4.87,3.4,0
4999,80.59,75.48,65.15,3.31,3.07,0
5000,67.08,51.21,61.28,3.22,0.96,0
5001,61.75,38.28,46.92,4.92,3.2,1
5002,70.98,50.11,75.79,2.7,4.08,0
5003,42.9,43.1,62.58,2.21,3.69,0
5004,80.46,35.26,32.33,1.21,4.21,0
5005,68.67,42.52,54.03,2.13,3.66,0
5006,76.98,61.44,57.26,3.71,0.72,0
5007,92.92,54.71,58.47,4.34,1.34,1
5008,71.07,53.04,52.85,1.71,2.55,0
5009,81.78,60.35,48,1.2,2.94,1
5010,72.44,80.29,38.69,3.78,3.5,1
5011,70.57,40.47,43.7,1.41,1.37,1
5012,90.27,82.71,42.01,2.38,4.93,1
5013,69.45,51.97,61.14,1.04,3.74,0
5014,80.48,45.59,52.23,4.25,0.97,0
5015,78.15,30.79,32.2,4.88,3.21,1
5016,79.19,45.01,32.33,2.04,3.38,0
5017,81.26,65.08,52.2,3.81,2.05,1
5018,80.17,35.14,33.59,2.07,4.85,0
5019,69.36,30.49,79.23,3.09,0.6,0
5020,70.68,44.16,46.7,1.31,2.79,0
5021,77.75,72.37,38.09,1.38,4.91,0
5022,56.45,49.77,36.84,4.33,1.55,0
5023,78.66,61.77,38.92,3.14,2.96,0
5024,69.24,46.36,43.23,4.38,2.21,0
5025,85.44,47.53,39.12,4.24,1.48,1
5026,55.39,17.3,43.29,1.42,0.92,0
5027,79.64,53.86,59.67,3.12,3.67,1
5028,77.71,63.16,45.73,3.54,4.72,0
5029,76.55,43.96,32.39,2.36,2.44,0
5030,88.2,46.53,41.13,4.11,1.29,0
5031,75.15,76.85,41.97,2.76,3.85,0
5032,77.52,74.32,31.88,3.36,3.64,0
5033,62.81,51.78,69.9,3.76,3.79,0
5034,76.28,69.91,57.78,3.66,3.68,0
5035,72.44,53.03,77.23,3.16,4.52,0
5036,72.28,65.41,72.15,1.62,3.58,0
5037,59.02,75.16,54.56,4.54,4.93,0
5038,92.3,46.41,72.31,1.21,4.61,1
5039,65.45,46.08,33.84,3.04,3.62,0
5040,72.07,28.56,64.35,3.46,2.78,0
5041,60.14,46.8,45.17,1.89,1.18,0
5042,60.52,38.03,41.72,2.4,4.61,0
5043,60.69,49.12,54.35,4.46,2.22,1
5044,90.49,54.61,55.3,1.94,3.7,1
5045,58.93,49.02,71.87,1.44,2.93,0
5046,69.26,57.23,47.58,1.01,4.18,0
5047,71,59.28,77.81,4.86,2.34,0
5048,67.62,18.19,38.4,4.72,3.44,0
5049,66.3,44.51,50.08,4.32,3.91,0
5050,70.7,70.03,48.64,3.73,3.82,0
5051,62.62,79.41,72.94,4.76,2.09,0
5052,84.32,28.5,79.79,3.67,2.48,0
5053,90.57,65.55,47.79,3.44,1.68,1
5054,87.5,53.45,56.39,2.12,1.79,0
5055,55.75,57.56,77.2,4.86,0.71,0
5056,55.06,26.41,43.93,4.25,3.85,0
5057,59.3,52.76,42.37,3.38,4.76,0
5058,80.38,53.48,36.26,2.1,1.62,0
5059,69.78,72.71,46.46,1.74,2.39,0
5060,98.97,56.7,60.13,1.37,2.59,1
5061,75.25,43.05,30.3,3.16,1.86,1
5062,85.68,39.58,41.2,3.37,4.97,0
5063,85.86,60.69,68.8,3.22,2.9,0
5064,65.01,78.56,56.77,1.97,2.34,0
5065,66.6,50.33,61.58,2.36,0.97,0
5066,90.44,46.81,68.51,1.21,4.19,1
5067,57.9,48.83,38,2.31,1.82,0
5068,73.4,50.57,52.81,2.96,2.71,0
5069,81.97,47.53,73.2,4.58,4.46,0
5070,79.77,46.51,35.04,4.76,4.99,0
5071,71.03,52.67,79.14,2.9,4.87,0
5072,70.61,46.25,58.16,2.08,1.86,0
5073,62.41,74.8,61.16,4.32,0.57,0
5074,65.8,49.03,30.49,3.37,1.67,1
5075,91.31,66.88,36.14,2.11,4.76,1
5076,77.04,53.59,79.67,4.89,1.29,0
5077,68.86,54.41,77.79,2.18,4.92,0
5078,81.18,37.06,46.87,2.79,4.81,0
5079,70.41,63.2,79.76,4.29,2.98,0
5080,64.07,75.41,35.2,2.66,3.2,0
5081,69.17,42.22,32.77,2.3,3.61,0
5082,60.85,46.65,50.4,1.09,2.39,0
5083,90.95,26.83,49.63,1.37,1.76,1
5084,81.27,46.55,33.78,2.21,1.24,0
5085,81.2,45.3,41.68,2.38,4.76,1
5086,69.61,41.88,35.73,1.69,2.9,0
5087,74.4,36,35.62,4.69,2.54,0
5088,70.03,70.94,75,4.59,2.29,1
5089,60.86,38.29,57.43,1.63,1.31,0
5090,84.01,38.77,58.27,1.07,1.61,0
5091,82.95,42.89,40.75,1.75,3.3,0
5092,78.98,79.88,45.34,2.36,4.21,0
5093,75.27,67.12,65.58,3.49,1.27,0
5094,66.14,37.99,61.66,2.27,3.78,0
5095,78.33,55.44,55.94,4.45,1.48,1
5096,65.27,37.68,43.63,4.88,2.79,0
5097,66.64,53.89,67.3,2.09,3.13,0
5098,65.34,61.07,35.93,3.94,4.24,0
5099,68.46,44.22,45.45,3.98,1.24,0
5100,67.49,56.04,73.29,3.85,2.62,1
5101,82.29,25.22,64.66,2.99,2.44,1
5102,64.87,53.18,64.89,3.16,2.96,0
5103,74.87,72.14,38.45,2.87,3.08,0
5104,81.07,25.88,42.42,1.5,3.67,0
5105,87.13,57.77,52.79,1.41,2.58,0
5106,78.83,39.9,35.69,2.32,4.39,0
5107,55.96,41.87,60.26,3.25,1.89,0
5108,72.7,21,73.41,3.13,1.71,0
5109,82.14,69.2,49.84,2.27,4.34,0
